post_id,date,month,platform,topic,text,likes,retweets,sentiment,predicted_sentiment
POST01699,2025-05-31 19:00,2025-05,YouTube,electric car,"Huge shoutout to the team behind electric car, amazing job! 🔥",14,14,Positive,Positive
POST00392,2025-04-05 04:00,2025-04,Twitter,customer support,"Great value for money with customer support, totally worth it. 👍",25,6,Positive,Positive
POST00593,2025-08-20 17:00,2025-08,YouTube,new smartphone,"Extremely poor service from new smartphone, never again. 😞",6,1,Negative,Negative
POST01523,2025-09-10 22:00,2025-09,Facebook,new smartphone,"The customer service for new smartphone was fantastic, quick and helpful. 🔥",6,1,Positive,Positive
POST01163,2025-01-09 01:00,2025-01,YouTube,new movie release,"Super smooth experience with new movie release today, very happy customer here. 😊",1,0,Positive,Positive
POST01087,2025-12-25 21:00,2025-12,Instagram,customer support,"Super smooth experience with customer support today, very happy customer here. 👍",56,1,Positive,Positive
POST01496,2025-04-04 08:00,2025-04,Instagram,online banking app,"The online banking app was launched today, here are the specifications. 🤔",0,1,Neutral,Neutral
POST00648,2025-09-15 18:00,2025-09,Twitter,electric car,"Really impressed by how well electric car performs, well done!",38,9,Positive,Positive
POST01153,2025-05-17 04:00,2025-05,YouTube,cloud gaming service,"The cloud gaming service broke down after just one week, very poor quality.",14,4,Negative,Negative
POST01368,2025-08-03 05:00,2025-08,Instagram,online banking app,"Not happy at all with online banking app, total waste of money. 😞",9,0,Negative,Negative
POST00521,2025-08-13 03:00,2025-08,Twitter,laptop brand,"Huge shoutout to the team behind laptop brand, amazing job! 🔥",6,12,Positive,Positive
POST01863,2025-09-09 05:00,2025-09,Twitter,cloud gaming service,"Mixed feelings about cloud gaming service, some parts great some not.",7,0,Neutral,Neutral
POST01881,2025-03-10 03:00,2025-03,YouTube,fitness tracker,"Decent fitness tracker, does the job but support could be faster.",4,24,Neutral,Neutral
POST00065,2025-02-08 22:00,2025-02,Twitter,new smartphone,"Not sure yet what to think about new smartphone, still testing it out. 🤔",12,1,Neutral,Neutral
POST01837,2025-07-29 19:00,2025-07,Instagram,electric car,"Decent electric car, does the job but support could be faster.",0,4,Neutral,Neutral
POST00015,2025-05-19 20:00,2025-05,YouTube,new movie release,"Really impressed by how well new movie release performs, well done! 🔥",60,2,Positive,Positive
POST01181,2025-03-02 16:00,2025-03,Instagram,food delivery app,"Just tried the food delivery app and I'm impressed, great experience overall.",41,1,Positive,Positive
POST01065,2025-06-07 22:00,2025-06,Twitter,e-commerce sale,Here's a quick overview of the new e-commerce sale update. 🤔,4,1,Neutral,Neutral
POST00493,2025-02-13 03:00,2025-02,YouTube,online banking app,"Not sure yet what to think about online banking app, still testing it out.",17,6,Neutral,Neutral
POST00380,2025-07-31 10:00,2025-07,Twitter,new smartphone,"The new smartphone update ruined everything, please fix this asap. 😡",7,3,Negative,Negative
POST00188,2025-05-02 12:00,2025-05,Twitter,new movie release,"The customer service for new movie release was fantastic, quick and helpful. 👍",3,0,Positive,Positive
POST00764,2025-04-14 19:00,2025-04,Facebook,new smartphone,"Great value for money with new smartphone, totally worth it. 🔥",23,2,Positive,Positive
POST00217,2025-11-11 01:00,2025-11,Instagram,new movie release,"Read an article about new movie release today, fairly informative.",8,0,Neutral,Neutral
POST00792,2025-06-02 21:00,2025-06,Instagram,cloud gaming service,"The cloud gaming service broke down after just one week, very poor quality. 😡",13,1,Negative,Negative
POST01077,2025-11-15 17:00,2025-11,Twitter,airline service,"Really impressed by how well airline service performs, well done! 😊",6,5,Positive,Positive
POST00879,2025-12-24 16:00,2025-12,Twitter,new movie release,"The new movie release update ruined everything, please fix this asap. 👎",13,13,Negative,Negative
POST00338,2025-10-20 13:00,2025-10,Instagram,online banking app,"Attended a webinar about online banking app, learned a few things. 🤔",34,0,Neutral,Neutral
POST01773,2025-11-12 06:00,2025-11,Twitter,customer support,"Absolutely loving the customer support, works flawlessly! #happy ❤️",79,1,Positive,Positive
POST00720,2025-07-04 21:00,2025-07,Facebook,new smartphone,"Super smooth experience with new smartphone today, very happy customer here. ❤️",14,11,Positive,Positive
POST01749,2025-10-30 11:00,2025-10,Instagram,e-commerce sale,"Terrible customer support for e-commerce sale, waited hours for a reply. 😞",10,6,Negative,Negative
POST00296,2025-05-04 18:00,2025-05,Facebook,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 🔥",26,2,Positive,Positive
POST01726,2025-12-14 04:00,2025-12,Twitter,laptop brand,Comparing laptop brand with other options currently available.,25,0,Neutral,Neutral
POST01017,2025-08-31 04:00,2025-08,YouTube,customer support,"Best customer support I've used so far, highly recommend it to everyone! 🔥",7,1,Positive,Positive
POST01276,2025-05-10 01:00,2025-05,Twitter,new movie release,"Just tried the new movie release and I'm impressed, great experience overall. 👍",15,5,Positive,Positive
POST01751,2025-07-24 14:00,2025-07,Instagram,customer support,"Just tried the customer support and I'm impressed, great experience overall. 👍",85,9,Positive,Positive
POST01486,2025-07-18 07:00,2025-07,YouTube,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 👍",29,1,Positive,Positive
POST00456,2025-01-09 06:00,2025-01,Facebook,streaming app,"The customer service for streaming app was fantastic, quick and helpful. 🔥",31,19,Positive,Positive
POST02017,2025-06-18 06:00,2025-06,Twitter,electric car,"Decent electric car, does the job but support could be faster.",16,2,Neutral,Neutral
POST00816,2025-09-23 11:00,2025-09,Instagram,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant. ❤️",7,1,Positive,Positive
POST01887,2025-01-16 04:00,2025-01,Instagram,new movie release,"The new movie release is okay I guess, nothing special but works.",17,4,Neutral,Neutral
POST00270,2025-06-20 02:00,2025-06,Instagram,online banking app,"Attended a webinar about online banking app, learned a few things. 🤔",7,0,Neutral,Neutral
POST00996,2025-12-06 21:00,2025-12,Facebook,customer support,Here's a quick overview of the new customer support update. 🤔,0,2,Neutral,Neutral
POST00202,2025-11-29 13:00,2025-11,Facebook,electric car,"Just tried the electric car and I'm impressed, great experience overall. 🔥",3,4,Positive,Positive
POST00162,2025-12-30 05:00,2025-12,Instagram,cloud gaming service,"Terrible customer support for cloud gaming service, waited hours for a reply. 😡",10,9,Negative,Negative
POST01580,2025-06-01 14:00,2025-06,Twitter,streaming app,"Really impressed by how well streaming app performs, well done! 👍",11,7,Positive,Positive
POST00730,2025-09-23 16:00,2025-09,Facebook,cloud gaming service,"Attended a webinar about cloud gaming service, learned a few things. 🤔",18,4,Neutral,Neutral
POST00402,2025-02-01 17:00,2025-02,Twitter,e-commerce sale,"Really impressed by how well e-commerce sale performs, well done! 🔥",16,11,Positive,Positive
POST00703,2025-09-24 19:00,2025-09,YouTube,online banking app,"Read an article about online banking app today, fairly informative.",28,1,Neutral,Neutral
POST01501,2025-09-18 16:00,2025-09,YouTube,food delivery app,"Not happy at all with food delivery app, total waste of money. 😡",8,1,Negative,Negative
POST01846,2025-04-03 20:00,2025-04,YouTube,e-commerce sale,Loved the e-commerce sale at first but the recent update is buggy.,1,5,Negative,Negative
POST01796,2025-08-11 15:00,2025-08,Twitter,customer support,"Terrible customer support for customer support, waited hours for a reply. 👎",7,13,Negative,Negative
POST01130,2025-11-23 05:00,2025-11,YouTube,cloud gaming service,Why is cloud gaming service so slow today? Getting really annoyed. 👎,0,4,Negative,Negative
POST00566,2025-05-15 22:00,2025-05,Twitter,fitness tracker,"The customer service for fitness tracker was fantastic, quick and helpful. 😊",0,1,Negative,Positive
POST01414,2025-04-19 05:00,2025-04,Instagram,laptop brand,"Just tried the laptop brand and I'm impressed, great experience overall.",28,4,Positive,Positive
POST01022,2025-09-24 03:00,2025-09,Twitter,customer support,"The customer support update ruined everything, please fix this asap.",12,1,Negative,Negative
POST01026,2025-05-31 19:00,2025-05,YouTube,streaming app,"Just started using streaming app, will share my thoughts soon. 🤔",35,0,Positive,Neutral
POST01412,2025-01-24 02:00,2025-01,YouTube,streaming app,Comparing streaming app with other options currently available.,0,1,Neutral,Neutral
POST01896,2025-08-05 05:00,2025-08,Instagram,electric car,"Decent electric car, does the job but support could be faster.",3,2,Neutral,Neutral
POST01586,2025-02-20 03:00,2025-02,Instagram,online banking app,"The online banking app was launched today, here are the specifications.",0,6,Neutral,Neutral
POST01105,2025-02-26 09:00,2025-02,Facebook,electric car,"Really disappointed with electric car, expected way better. 😞",0,0,Negative,Negative
POST00206,2025-05-24 01:00,2025-05,YouTube,e-commerce sale,Here's a quick overview of the new e-commerce sale update. 🤔,0,1,Neutral,Neutral
POST00035,2025-10-29 17:00,2025-10,Twitter,laptop brand,"Huge shoutout to the team behind laptop brand, amazing job!",17,19,Positive,Positive
POST00776,2025-01-21 21:00,2025-01,Instagram,food delivery app,Here's a quick overview of the new food delivery app update.,20,0,Neutral,Neutral
POST00509,2025-08-03 19:00,2025-08,YouTube,fitness tracker,"Worst experience ever with fitness tracker, would not recommend.",3,1,Negative,Negative
POST01452,2025-03-16 00:00,2025-03,YouTube,new smartphone,"Read an article about new smartphone today, fairly informative. 🤔",9,3,Neutral,Neutral
POST01479,2025-01-15 04:00,2025-01,YouTube,online banking app,"Best online banking app I've used so far, highly recommend it to everyone!",8,3,Positive,Positive
POST01991,2025-05-15 05:00,2025-05,Facebook,streaming app,"The streaming app is okay I guess, nothing special but works.",10,2,Neutral,Neutral
POST01391,2025-12-15 21:00,2025-12,Facebook,new smartphone,"Just tried the new smartphone and I'm impressed, great experience overall. ❤️",109,4,Positive,Positive
POST00092,2025-08-15 19:00,2025-08,Facebook,cloud gaming service,"Read an article about cloud gaming service today, fairly informative.",8,2,Neutral,Neutral
POST01364,2025-10-18 03:00,2025-10,Instagram,laptop brand,"Absolutely loving the laptop brand, works flawlessly! #happy",33,3,Positive,Positive
POST00898,2025-06-12 20:00,2025-06,Facebook,food delivery app,"Terrible customer support for food delivery app, waited hours for a reply. 👎",0,2,Negative,Negative
POST00565,2025-01-16 10:00,2025-01,Twitter,electric car,"Can't stop recommending electric car to my friends, it's brilliant. 👍",3,3,Positive,Positive
POST01370,2025-10-26 21:00,2025-10,Facebook,food delivery app,"Great value for money with food delivery app, totally worth it. 😊",55,6,Positive,Positive
POST00777,2025-05-12 17:00,2025-05,YouTube,airline service,"Terrible customer support for airline service, waited hours for a reply. 😡",0,1,Negative,Negative
POST00242,2025-12-14 21:00,2025-12,Facebook,airline service,"Attended a webinar about airline service, learned a few things.",10,7,Neutral,Neutral
POST00014,2025-10-01 23:00,2025-10,Instagram,cloud gaming service,Why is cloud gaming service so slow today? Getting really annoyed. 😞,1,2,Negative,Negative
POST00316,2025-02-04 07:00,2025-02,Instagram,new smartphone,"Super smooth experience with new smartphone today, very happy customer here. 👍",3,18,Positive,Positive
POST00601,2025-08-17 04:00,2025-08,Facebook,online banking app,"Just started using online banking app, will share my thoughts soon. 🤔",16,1,Neutral,Neutral
POST00388,2025-05-20 06:00,2025-05,YouTube,streaming app,"Just tried the streaming app and I'm impressed, great experience overall. 👍",10,10,Positive,Positive
POST01298,2025-01-16 03:00,2025-01,Instagram,food delivery app,"Really disappointed with food delivery app, expected way better. 😡",13,2,Negative,Negative
POST00167,2025-08-01 10:00,2025-08,Facebook,airline service,"Read an article about airline service today, fairly informative.",51,4,Neutral,Neutral
POST00841,2025-05-12 06:00,2025-05,YouTube,online banking app,"Really disappointed with online banking app, expected way better. 😡",1,1,Negative,Negative
POST00021,2025-02-16 01:00,2025-02,YouTube,streaming app,"Just tried the streaming app and I'm impressed, great experience overall. 🔥",7,14,Positive,Positive
POST00647,2025-09-01 09:00,2025-09,Instagram,e-commerce sale,"The e-commerce sale keeps crashing, so frustrating to deal with.",0,0,Negative,Negative
POST01843,2025-04-29 23:00,2025-04,YouTube,streaming app,"Mixed feelings about streaming app, some parts great some not.",11,17,Negative,Neutral
POST01509,2025-12-15 12:00,2025-12,Facebook,e-commerce sale,Here's a quick overview of the new e-commerce sale update. 🤔,6,5,Neutral,Neutral
POST01155,2025-02-05 17:00,2025-02,YouTube,customer support,Why is customer support so slow today? Getting really annoyed. 😡,10,0,Negative,Negative
POST01529,2025-01-02 13:00,2025-01,YouTube,online banking app,"Really disappointed with online banking app, expected way better. 👎",40,2,Positive,Negative
