post_id,date,platform,topic,text,likes,retweets,sentiment
POST00764,2025-04-14 19:00,Facebook,new smartphone,"Great value for money with new smartphone, totally worth it. 🔥",23,2,Positive
POST00217,2025-11-11 01:00,Instagram,new movie release,"Read an article about new movie release today, fairly informative.",8,0,Neutral
POST00792,2025-06-02 21:00,Instagram,cloud gaming service,"The cloud gaming service broke down after just one week, very poor quality. 😡",13,1,Negative
POST01077,2025-11-15 17:00,Twitter,airline service,"Really impressed by how well airline service performs, well done! 😊",6,5,Positive
POST00879,2025-12-24 16:00,Twitter,new movie release,"The new movie release update ruined everything, please fix this asap. 👎",13,13,Negative
POST00338,2025-10-20 13:00,Instagram,online banking app,"Attended a webinar about online banking app, learned a few things. 🤔",34,0,Neutral
POST01773,2025-11-12 06:00,Twitter,customer support,"Absolutely loving the customer support, works flawlessly! #happy ❤️",79,1,Positive
POST00720,2025-07-04 21:00,Facebook,new smartphone,"Super smooth experience with new smartphone today, very happy customer here. ❤️",14,11,Positive
POST01749,2025-10-30 11:00,Instagram,e-commerce sale,"Terrible customer support for e-commerce sale, waited hours for a reply. 😞",10,6,Negative
POST00296,2025-05-04 18:00,Facebook,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 🔥",26,2,Positive
POST01726,2025-12-14 04:00,Twitter,laptop brand,Comparing laptop brand with other options currently available.,25,0,Neutral
POST01017,2025-08-31 04:00,YouTube,customer support,"Best customer support I've used so far, highly recommend it to everyone! 🔥",7,1,Positive
POST01276,2025-05-10 01:00,Twitter,new movie release,"Just tried the new movie release and I'm impressed, great experience overall. 👍",15,5,Positive
POST01751,2025-07-24 14:00,Instagram,customer support,"Just tried the customer support and I'm impressed, great experience overall. 👍",85,9,Positive
POST01486,2025-07-18 07:00,YouTube,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 👍",29,1,Positive
POST00456,2025-01-09 06:00,Facebook,streaming app,"The customer service for streaming app was fantastic, quick and helpful. 🔥",31,19,Positive
POST02017,2025-06-18 06:00,Twitter,electric car,"Decent electric car, does the job but support could be faster.",16,2,Neutral
POST00816,2025-09-23 11:00,Instagram,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant. ❤️",7,1,Positive
POST01887,2025-01-16 04:00,Instagram,new movie release,"The new movie release is okay I guess, nothing special but works.",17,4,Neutral
POST00270,2025-06-20 02:00,Instagram,online banking app,"Attended a webinar about online banking app, learned a few things. 🤔",7,0,Neutral
POST00996,2025-12-06 21:00,Facebook,customer support,Here's a quick overview of the new customer support update. 🤔,0,2,Neutral
POST00202,2025-11-29 13:00,Facebook,electric car,"Just tried the electric car and I'm impressed, great experience overall. 🔥",3,4,Positive
POST00162,2025-12-30 05:00,Instagram,cloud gaming service,"Terrible customer support for cloud gaming service, waited hours for a reply. 😡",10,9,Negative
POST01580,2025-06-01 14:00,Twitter,streaming app,"Really impressed by how well streaming app performs, well done! 👍",11,7,Positive
POST00730,2025-09-23 16:00,Facebook,cloud gaming service,"Attended a webinar about cloud gaming service, learned a few things. 🤔",18,4,Neutral
POST00402,2025-02-01 17:00,Twitter,e-commerce sale,"Really impressed by how well e-commerce sale performs, well done! 🔥",16,11,Positive
POST00703,2025-09-24 19:00,YouTube,online banking app,"Read an article about online banking app today, fairly informative.",28,1,Neutral
POST01501,2025-09-18 16:00,YouTube,food delivery app,"Not happy at all with food delivery app, total waste of money. 😡",8,1,Negative
POST01846,2025-04-03 20:00,YouTube,e-commerce sale,Loved the e-commerce sale at first but the recent update is buggy.,1,5,Negative
POST01796,2025-08-11 15:00,Twitter,customer support,"Terrible customer support for customer support, waited hours for a reply. 👎",7,13,Negative
POST01130,2025-11-23 05:00,YouTube,cloud gaming service,Why is cloud gaming service so slow today? Getting really annoyed. 👎,0,4,Negative
POST00566,2025-05-15 22:00,Twitter,fitness tracker,"The customer service for fitness tracker was fantastic, quick and helpful. 😊",0,1,Negative
POST01414,2025-04-19 05:00,Instagram,laptop brand,"Just tried the laptop brand and I'm impressed, great experience overall.",28,4,Positive
POST01022,2025-09-24 03:00,Twitter,customer support,"The customer support update ruined everything, please fix this asap.",12,1,Negative
POST01026,2025-05-31 19:00,YouTube,streaming app,"Just started using streaming app, will share my thoughts soon. 🤔",35,0,Positive
POST01412,2025-01-24 02:00,YouTube,streaming app,Comparing streaming app with other options currently available.,0,1,Neutral
POST01896,2025-08-05 05:00,Instagram,electric car,"Decent electric car, does the job but support could be faster.",3,2,Neutral
POST01586,2025-02-20 03:00,Instagram,online banking app,"The online banking app was launched today, here are the specifications.",0,6,Neutral
POST01105,2025-02-26 09:00,Facebook,electric car,"Really disappointed with electric car, expected way better. 😞",0,0,Negative
POST00206,2025-05-24 01:00,YouTube,e-commerce sale,Here's a quick overview of the new e-commerce sale update. 🤔,0,1,Neutral
POST00035,2025-10-29 17:00,Twitter,laptop brand,"Huge shoutout to the team behind laptop brand, amazing job!",17,19,Positive
POST00776,2025-01-21 21:00,Instagram,food delivery app,Here's a quick overview of the new food delivery app update.,20,0,Neutral
POST00509,2025-08-03 19:00,YouTube,fitness tracker,"Worst experience ever with fitness tracker, would not recommend.",3,1,Negative
POST01452,2025-03-16 00:00,YouTube,new smartphone,"Read an article about new smartphone today, fairly informative. 🤔",9,3,Neutral
POST01479,2025-01-15 04:00,YouTube,online banking app,"Best online banking app I've used so far, highly recommend it to everyone!",8,3,Positive
POST01991,2025-05-15 05:00,Facebook,streaming app,"The streaming app is okay I guess, nothing special but works.",10,2,Neutral
POST01391,2025-12-15 21:00,Facebook,new smartphone,"Just tried the new smartphone and I'm impressed, great experience overall. ❤️",109,4,Positive
POST00092,2025-08-15 19:00,Facebook,cloud gaming service,"Read an article about cloud gaming service today, fairly informative.",8,2,Neutral
POST01364,2025-10-18 03:00,Instagram,laptop brand,"Absolutely loving the laptop brand, works flawlessly! #happy",33,3,Positive
POST00898,2025-06-12 20:00,Facebook,food delivery app,"Terrible customer support for food delivery app, waited hours for a reply. 👎",0,2,Negative
POST00565,2025-01-16 10:00,Twitter,electric car,"Can't stop recommending electric car to my friends, it's brilliant. 👍",3,3,Positive
POST01370,2025-10-26 21:00,Facebook,food delivery app,"Great value for money with food delivery app, totally worth it. 😊",55,6,Positive
POST00777,2025-05-12 17:00,YouTube,airline service,"Terrible customer support for airline service, waited hours for a reply. 😡",0,1,Negative
POST00242,2025-12-14 21:00,Facebook,airline service,"Attended a webinar about airline service, learned a few things.",10,7,Neutral
POST00014,2025-10-01 23:00,Instagram,cloud gaming service,Why is cloud gaming service so slow today? Getting really annoyed. 😞,1,2,Negative
POST00316,2025-02-04 07:00,Instagram,new smartphone,"Super smooth experience with new smartphone today, very happy customer here. 👍",3,18,Positive
POST00601,2025-08-17 04:00,Facebook,online banking app,"Just started using online banking app, will share my thoughts soon. 🤔",16,1,Neutral
POST00388,2025-05-20 06:00,YouTube,streaming app,"Just tried the streaming app and I'm impressed, great experience overall. 👍",10,10,Positive
POST01298,2025-01-16 03:00,Instagram,food delivery app,"Really disappointed with food delivery app, expected way better. 😡",13,2,Negative
POST00167,2025-08-01 10:00,Facebook,airline service,"Read an article about airline service today, fairly informative.",51,4,Neutral
POST00841,2025-05-12 06:00,YouTube,online banking app,"Really disappointed with online banking app, expected way better. 😡",1,1,Negative
POST00021,2025-02-16 01:00,YouTube,streaming app,"Just tried the streaming app and I'm impressed, great experience overall. 🔥",7,14,Positive
POST00647,2025-09-01 09:00,Instagram,e-commerce sale,"The e-commerce sale keeps crashing, so frustrating to deal with.",0,0,Negative
POST01843,2025-04-29 23:00,YouTube,streaming app,"Mixed feelings about streaming app, some parts great some not.",11,17,Negative
POST01509,2025-12-15 12:00,Facebook,e-commerce sale,Here's a quick overview of the new e-commerce sale update. 🤔,6,5,Neutral
POST01155,2025-02-05 17:00,YouTube,customer support,Why is customer support so slow today? Getting really annoyed. 😡,10,0,Negative
POST01529,2025-01-02 13:00,YouTube,online banking app,"Really disappointed with online banking app, expected way better. 👎",40,2,Positive
POST00832,2025-11-16 21:00,Instagram,e-commerce sale,"Really impressed by how well e-commerce sale performs, well done! 👍",17,5,Positive
POST01268,2025-04-07 17:00,Instagram,streaming app,"Attended a webinar about streaming app, learned a few things. 🤔",20,16,Neutral
POST01591,2025-07-23 07:00,Instagram,cloud gaming service,"Huge shoutout to the team behind cloud gaming service, amazing job! 🔥",12,2,Positive
POST01900,2025-07-14 05:00,YouTube,laptop brand,"Mixed feelings about laptop brand, some parts great some not.",10,5,Neutral
POST00563,2025-12-26 00:00,Instagram,new smartphone,"Not sure yet what to think about new smartphone, still testing it out.",8,3,Neutral
POST01972,2025-04-25 16:00,Facebook,new smartphone,"Mixed feelings about new smartphone, some parts great some not.",17,19,Neutral
POST00687,2025-10-14 05:00,Facebook,electric car,"The electric car broke down after just one week, very poor quality. 😡",9,0,Negative
POST00958,2025-04-09 16:00,Instagram,customer support,"Saw an ad for customer support today, might check it out later. 🤔",26,2,Neutral
POST00190,2025-10-17 21:00,Twitter,online banking app,"Really disappointed with online banking app, expected way better.",28,1,Negative
POST01807,2025-05-18 11:00,Twitter,online banking app,"The online banking app is okay I guess, nothing special but works.",13,0,Neutral
POST00976,2025-01-28 09:00,YouTube,cloud gaming service,"Read an article about cloud gaming service today, fairly informative. 🤔",19,16,Neutral
POST00700,2025-12-13 00:00,Twitter,food delivery app,Why is food delivery app so slow today? Getting really annoyed. 😞,19,2,Neutral
POST01500,2025-04-14 07:00,Twitter,airline service,"The customer service for airline service was fantastic, quick and helpful.",7,4,Neutral
POST01706,2025-04-25 18:00,Facebook,electric car,"Feeling let down by electric car, it just doesn't work as promised. 😡",7,2,Negative
POST00511,2025-09-08 09:00,Instagram,fitness tracker,"Best fitness tracker I've used so far, highly recommend it to everyone! 🔥",23,10,Positive
POST01083,2025-06-09 10:00,Facebook,e-commerce sale,Why is e-commerce sale so slow today? Getting really annoyed. 😡,6,8,Negative
POST00475,2025-05-09 07:00,Facebook,airline service,"Great value for money with airline service, totally worth it.",4,34,Positive
POST01585,2025-09-14 16:00,Facebook,airline service,"Extremely poor service from airline service, never again. 😡",8,7,Negative
POST00857,2025-03-22 02:00,Twitter,cloud gaming service,The cloud gaming service has some new features this month.,31,2,Neutral
POST00748,2025-09-29 23:00,Twitter,new movie release,"Absolutely loving the new movie release, works flawlessly! #happy",21,43,Positive
POST00253,2025-04-24 10:00,Facebook,electric car,"Worst experience ever with electric car, would not recommend. 😡",9,8,Negative
POST00022,2025-12-15 13:00,Instagram,cloud gaming service,"The customer service for cloud gaming service was fantastic, quick and helpful. 😊",8,6,Positive
POST01338,2025-02-02 13:00,Facebook,laptop brand,"Super smooth experience with laptop brand today, very happy customer here. 😊",29,1,Positive
